"str_cia_CVM","dte_refer","dt_publi"
"KLABIN S.A.","2019-06-30","2019-08-05"
"KLABIN S.A.","2019-09-30","2019-10-28"
"GRENDENE S.A.","2019-03-31","2019-04-25"
"GRENDENE S.A.","2019-06-30","2019-08-01"
"GRENDENE S.A.","2019-09-30","2019-10-24"
"MINUPAR PARTICIPACOES S.A.","2019-03-31","2019-05-15"
"MINUPAR PARTICIPACOES S.A.","2019-06-30","2019-08-13"
"MINUPAR PARTICIPACOES S.A.","2019-09-30","2019-11-14"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2019-03-31","2019-05-09"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2019-06-30","2019-08-06"
"UNICASA INDÚSTRIA DE MÓVEIS S.A.","2019-09-30","2019-11-13"
"RECRUSUL S.A.","2019-03-31","2019-05-13"
"RECRUSUL S.A.","2019-06-30","2019-08-09"
"RECRUSUL S.A.","2019-09-30","2019-11-13"
"KEPLER WEBER S.A.","2019-03-31","2019-05-08"
"KEPLER WEBER S.A.","2019-06-30","2019-08-08"
"KEPLER WEBER S.A.","2019-09-30","2019-11-07"
"GRAZZIOTIN S.A.","2019-03-31","2019-05-02"
"GRAZZIOTIN S.A.","2019-06-30","2019-08-02"
"GRAZZIOTIN S.A.","2019-09-30","2019-11-01"
"TREVISA INVESTIMENTOS S.A.","2019-03-31","2019-05-15"
"TREVISA INVESTIMENTOS S.A.","2019-06-30","2019-08-14"
"TREVISA INVESTIMENTOS S.A.","2019-09-30","2019-11-13"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2019-03-31","2019-05-15"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2019-06-30","2019-08-14"
"DIMED S.A. DISTRIBUIDORA DE MEDICAMENTOS","2019-09-30","2019-11-13"
"METALURGICA GERDAU S.A.","2019-03-31","2019-05-08"
"METALURGICA GERDAU S.A.","2019-06-30","2019-08-07"
"METALURGICA GERDAU S.A.","2019-09-30","2019-10-30"
"PANATLANTICA S.A.","2019-03-31","2019-05-10"
"PANATLANTICA S.A.","2019-06-30","2019-08-13"
"PANATLANTICA S.A.","2019-09-30","2019-11-11"
"LOJAS RENNER S.A.","2019-03-31","2019-04-25"
"LOJAS RENNER S.A.","2019-06-30","2019-07-30"
"LOJAS RENNER S.A.","2019-09-30","2019-10-24"
"TAURUS ARMAS S.A.","2019-03-31","2019-05-14"
"TAURUS ARMAS S.A.","2019-06-30","2019-08-14"
"TAURUS ARMAS S.A.","2019-09-30","2019-11-13"
"DEXCO S.A.","2019-03-31","2019-05-06"
"DEXCO S.A.","2019-06-30","2019-07-31"
"DEXCO S.A.","2019-09-30","2019-10-29"
"TELEC BRASILEIRAS S.A. TELEBRAS","2020-03-31","2020-06-03"
"TELEC BRASILEIRAS S.A. TELEBRAS","2020-06-30","2020-08-14"
"TELEC BRASILEIRAS S.A. TELEBRAS","2020-09-30","2020-11-05"
"AMERICANAS S.A.","2020-03-31","2020-05-07"
"AMERICANAS S.A.","2020-06-30","2020-08-13"
"AMERICANAS S.A.","2020-09-30","2020-10-29"
"ENERGISA S.A.","2020-03-31","2020-05-14"
"ENERGISA S.A.","2020-06-30","2020-08-13"
"ENERGISA S.A.","2020-09-30","2020-11-12"
"FERROVIA CENTRO-ATLANTICA S.A.","2020-03-31","2020-06-29"
"FERROVIA CENTRO-ATLANTICA S.A.","2020-06-30","2020-08-07"
"FERROVIA CENTRO-ATLANTICA S.A.","2020-09-30","2020-11-06"
"CIELO S.A.","2020-03-31","2020-04-28"
"CIELO S.A.","2020-06-30","2020-07-28"
"CIELO S.A.","2020-09-30","2020-10-27"
"NEOENERGIA S.A.","2020-03-31","2020-04-27"
"NEOENERGIA S.A.","2020-06-30","2020-07-21"
"NEOENERGIA S.A.","2020-09-30","2020-10-20"
"GAFISA S.A.","2020-03-31","2020-05-14"
"GAFISA S.A.","2020-06-30","2020-08-11"
"GAFISA S.A.","2020-09-30","2020-11-16"
"SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","2020-03-31","2020-09-15"
"SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","2020-06-30","2020-09-15"
"SEQUOIA LOGÍSTICA E TRANSPORTES S.A.","2020-09-30","2020-11-10"
"PORTO SEGURO S.A.","2020-03-31","2020-05-04"
"PORTO SEGURO S.A.","2020-06-30","2020-08-03"
"PORTO SEGURO S.A.","2020-09-30","2020-11-03"
"TEGMA GESTAO LOGISTICA S.A.","2020-03-31","2020-05-12"
"TEGMA GESTAO LOGISTICA S.A.","2020-06-30","2020-08-05"
"TEGMA GESTAO LOGISTICA S.A.","2020-09-30","2020-11-06"
"LOCAWEB SERVIÇOS DE INTERNET S.A.","2020-03-31","2020-05-13"
"LOCAWEB SERVIÇOS DE INTERNET S.A.","2020-06-30","2020-08-12"
"LOCAWEB SERVIÇOS DE INTERNET S.A.","2020-09-30","2020-11-11"
"PADTEC HOLDING S.A.","2020-03-31","2020-05-20"
"PADTEC HOLDING S.A.","2020-06-30","2020-08-14"
"PADTEC HOLDING S.A.","2020-09-30","2020-11-12"
"RUMO S.A.","2020-03-31","2020-05-27"
"RUMO S.A.","2020-06-30","2020-08-13"
"RUMO S.A.","2020-09-30","2020-11-11"
"TIM S.A.","2020-03-31","2020-05-05"
"TIM S.A.","2020-06-30","2020-07-29"
"TIM S.A.","2020-09-30","2020-11-03"
"CPFL ENERGIA S.A.","2020-03-31","2020-05-14"
"CPFL ENERGIA S.A.","2020-06-30","2020-08-13"
"CPFL ENERGIA S.A.","2020-09-30","2020-11-12"
"ENGIE BRASIL ENERGIA S.A.","2020-03-31","2020-06-24"
"ENGIE BRASIL ENERGIA S.A.","2020-06-30","2020-07-30"
"ENGIE BRASIL ENERGIA S.A.","2020-09-30","2020-11-05"
"TELEFÔNICA BRASIL S.A","2020-03-31","2020-05-06"
"TELEFÔNICA BRASIL S.A","2020-06-30","2020-07-29"
"TELEFÔNICA BRASIL S.A","2020-09-30","2020-10-27"
"JALLES MACHADO S.A.","2020-06-30","2021-01-14"
"JALLES MACHADO S.A.","2020-09-30","2021-01-14"
"JALLES MACHADO S.A.","2020-12-31","2021-02-12"
"SANTOS BRASIL PARTICIPACOES S.A.","2020-03-31","2020-05-12"
"SANTOS BRASIL PARTICIPACOES S.A.","2020-06-30","2020-08-11"
"SANTOS BRASIL PARTICIPACOES S.A.","2020-09-30","2020-11-10"
"JBS S.A.","2020-03-31","2020-05-14"
"JBS S.A.","2020-06-30","2020-08-13"
"JBS S.A.","2020-09-30","2020-11-11"
"HYPERA S.A.","2020-03-31","2020-04-24"
"HYPERA S.A.","2020-06-30","2020-07-24"
"HYPERA S.A.","2020-09-30","2020-10-23"
"EQUATORIAL ENERGIA S.A.","2020-03-31","2020-06-29"
"EQUATORIAL ENERGIA S.A.","2020-06-30","2020-08-13"
"EQUATORIAL ENERGIA S.A.","2020-09-30","2020-11-13"
"LIGHT S.A.","2020-03-31","2020-05-07"
"LIGHT S.A.","2020-06-30","2020-08-13"
"LIGHT S.A.","2020-09-30","2020-11-12"
"BRADESPAR S.A.","2020-03-31","2020-05-14"
"BRADESPAR S.A.","2020-06-30","2020-08-13"
"BRADESPAR S.A.","2020-09-30","2020-11-12"
"CPFL GERACAO DE ENERGIA S.A.","2020-03-31","2020-05-14"
"CPFL GERACAO DE ENERGIA S.A.","2020-06-30","2020-08-13"
"CPFL GERACAO DE ENERGIA S.A.","2020-09-30","2020-11-12"
"EDP - ENERGIAS DO BRASIL S.A.","2020-03-31","2020-05-05"
"EDP - ENERGIAS DO BRASIL S.A.","2020-06-30","2020-08-28"
"EDP - ENERGIAS DO BRASIL S.A.","2020-09-30","2020-10-28"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2020-03-31","2020-06-29"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2020-06-30","2020-07-29"
"ECORODOVIAS INFRAESTRUTURA E LOGÍSTICA S.A.","2020-09-30","2020-11-04"
"ENEVA S.A","2020-03-31","2020-05-15"
"ENEVA S.A","2020-06-30","2020-08-11"
"ENEVA S.A","2020-09-30","2020-11-12"
"BIOMM S.A.","2020-03-31","2020-05-08"
"BIOMM S.A.","2020-06-30","2020-08-07"
"BIOMM S.A.","2020-09-30","2020-11-06"
"METALFRIO SOLUTIONS S.A.","2020-03-31","2020-06-26"
"METALFRIO SOLUTIONS S.A.","2020-06-30","2020-08-24"
"METALFRIO SOLUTIONS S.A.","2020-09-30","2020-11-13"
"SER EDUCACIONAL S.A.","2020-03-31","2020-05-15"
"SER EDUCACIONAL S.A.","2020-06-30","2020-08-24"
"SER EDUCACIONAL S.A.","2020-09-30","2020-11-13"
"SMILES FIDELIDADE S.A.","2020-03-31","2020-04-28"
"SMILES FIDELIDADE S.A.","2020-06-30","2020-07-28"
"SMILES FIDELIDADE S.A.","2020-09-30","2020-10-27"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2020-03-31","2020-05-20"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2020-06-30","2020-08-12"
"ALIANSCE SONAE SHOPPING CENTERS S.A.","2020-09-30","2020-11-11"
"SENDAS DISTRIBUIDORA S.A.","2020-03-31","2020-11-11"
"SENDAS DISTRIBUIDORA S.A.","2020-06-30","2020-11-11"
"SENDAS DISTRIBUIDORA S.A.","2020-09-30","2020-11-11"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2020-03-31","2020-06-29"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2020-06-30","2020-07-31"
"GOL LINHAS AEREAS INTELIGENTES S.A.","2020-09-30","2020-11-04"
"BR MALLS PARTICIPACOES S.A.","2020-03-31","2020-06-04"
"BR MALLS PARTICIPACOES S.A.","2020-06-30","2020-08-13"
"BR MALLS PARTICIPACOES S.A.","2020-09-30","2020-11-12"
"BR PROPERTIES S.A.","2020-03-31","2020-05-06"
"BR PROPERTIES S.A.","2020-06-30","2020-08-05"
"BR PROPERTIES S.A.","2020-09-30","2020-11-04"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2020-03-31","2020-05-08"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2020-06-30","2020-08-07"
"M.DIAS BRANCO S.A. IND COM DE ALIMENTOS","2020-09-30","2020-11-06"
"SIMPAR S.A.","2020-03-31","2020-06-04"
"SIMPAR S.A.","2020-06-30","2020-08-18"
"SIMPAR S.A.","2020-09-30","2020-11-13"
"AMBEV S.A.","2020-03-31","2020-05-07"
"AMBEV S.A.","2020-06-30","2020-07-30"
"AMBEV S.A.","2020-09-30","2020-10-29"
"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2020-03-31","2020-05-28"
"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2020-06-30","2020-08-28"
"SMARTFIT ESCOLA DE GINÁSTICA E DANÇA S.A.","2020-09-30","2020-11-14"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2020-03-31","2020-05-06"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2020-09-30","2020-11-04"
"BRASILAGRO - CIA BRAS DE PROP AGRICOLAS","2020-12-31","2021-02-09"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2020-03-31","2020-06-25"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2020-06-30","2020-08-13"
"SPRINGS GLOBAL PARTICIPACOES S.A.","2020-09-30","2020-11-12"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2020-03-31","2020-06-16"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2020-06-30","2020-08-24"
"CR2 EMPREENDIMENTOS IMOBILIARIOS S.A.","2020-09-30","2020-11-12"
"GP INVESTMENTS, LTD.","2020-03-31","2020-05-16"
"GP INVESTMENTS, LTD.","2020-06-30","2020-08-15"
"GP INVESTMENTS, LTD.","2020-09-30","2020-11-13"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2020-03-31","2020-05-14"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2020-06-30","2020-08-12"
"TRANSMISSORA ALIANÇA DE ENERGIA ELÉTRICA S.A.","2020-09-30","2020-11-11"
"TECNISA S.A.","2020-03-31","2020-05-14"
"TECNISA S.A.","2020-06-30","2020-08-12"
"TECNISA S.A.","2020-09-30","2020-11-11"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2020-03-31","2020-06-29"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2020-06-30","2020-08-14"
"LPS BRASIL - CONSULTORIA DE IMOVEIS S.A.","2020-09-30","2020-11-11"
"JHSF PARTICIPACOES S.A.","2020-03-31","2020-05-14"
"JHSF PARTICIPACOES S.A.","2020-06-30","2020-08-13"
"JHSF PARTICIPACOES S.A.","2020-09-30","2020-11-05"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2020-03-31","2020-05-14"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2020-06-30","2020-08-13"
"EZ TEC EMPREEND. E PARTICIPACOES S.A.","2020-09-30","2020-11-12"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2020-03-31","2020-05-28"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2020-06-30","2020-08-12"
"MRV ENGENHARIA E PARTICIPACOES S.A.","2020-09-30","2020-11-11"
"GUARARAPES CONFECCOES S.A.","2020-03-31","2020-05-21"
"GUARARAPES CONFECCOES S.A.","2020-06-30","2020-08-10"
"GUARARAPES CONFECCOES S.A.","2020-09-30","2020-11-11"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2020-03-31","2020-05-14"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2020-06-30","2020-08-13"
"CPFL ENERGIAS RENOVÁVEIS S.A.","2020-09-30","2020-11-12"
"CIA CELG DE PARTICIPACOES - CELGPAR","2020-03-31","2020-05-28"
"CIA CELG DE PARTICIPACOES - CELGPAR","2020-06-30","2020-08-14"
"CIA CELG DE PARTICIPACOES - CELGPAR","2020-09-30","2020-11-13"
"BRASIL BROKERS PARTICIPACOES S.A.","2020-03-31","2020-06-29"
"BRASIL BROKERS PARTICIPACOES S.A.","2020-06-30","2020-07-31"
"BRASIL BROKERS PARTICIPACOES S.A.","2020-09-30","2020-11-13"
"CURY CONSTRUTORA E INCORPORADORA S.A.","2020-03-31","2020-07-25"
"CURY CONSTRUTORA E INCORPORADORA S.A.","2020-06-30","2020-08-10"
"CURY CONSTRUTORA E INCORPORADORA S.A.","2020-09-30","2020-11-12"
"TRISUL S.A.","2020-03-31","2020-05-12"
"TRISUL S.A.","2020-06-30","2020-08-13"
"TRISUL S.A.","2020-09-30","2020-11-12"
"DOMMO ENERGIA S.A.","2020-03-31","2020-06-23"
"DOMMO ENERGIA S.A.","2020-06-30","2020-08-07"
"DOMMO ENERGIA S.A.","2020-09-30","2020-11-16"
"BEMOBI MOBILE TECH S.A.","2020-03-31","2021-01-15"
"BEMOBI MOBILE TECH S.A.","2020-06-30","2021-01-15"
"BEMOBI MOBILE TECH S.A.","2020-09-30","2021-01-15"
"OSX BRASIL S.A.","2020-03-31","2020-05-16"
"OSX BRASIL S.A.","2020-06-30","2020-08-14"
"OSX BRASIL S.A.","2020-09-30","2020-11-13"
"OCEANPACT SERVIÇOS MARITIMOS S.A.","2020-03-31","2021-01-19"
"OCEANPACT SERVIÇOS MARITIMOS S.A.","2020-06-30","2021-01-19"
"OCEANPACT SERVIÇOS MARITIMOS S.A.","2020-09-30","2021-01-19"
"TECHNOS S.A.","2020-03-31","2020-06-29"
"TECHNOS S.A.","2020-06-30","2020-08-31"
"TECHNOS S.A.","2020-09-30","2020-11-09"
"AZUL S.A.","2020-03-31","2020-05-14"
"AZUL S.A.","2020-06-30","2020-08-13"
"AZUL S.A.","2020-09-30","2020-11-16"
"ELETROMIDIA S.A.","2020-03-31","2020-12-09"
"ELETROMIDIA S.A.","2020-06-30","2020-12-09"
"ELETROMIDIA S.A.","2020-09-30","2020-12-09"
"GRUPO DE MODA SOMA S.A.","2020-03-31","2020-07-24"
"GRUPO DE MODA SOMA S.A.","2020-06-30","2020-08-28"
"GRUPO DE MODA SOMA S.A.","2020-09-30","2020-11-12"
"PETRO RIO S.A.","2020-03-31","2020-05-15"
"PETRO RIO S.A.","2020-06-30","2020-08-03"
"PETRO RIO S.A.","2020-09-30","2020-11-18"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2020-03-31","2020-05-07"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2020-06-30","2020-08-13"
"ALPER CONSULTORIA E CORRETORA DE SEGUROS S.A.","2020-09-30","2020-11-04"
"BOA VISTA SERVIÇOS S.A.","2020-03-31","2020-07-27"
"BOA VISTA SERVIÇOS S.A.","2020-06-30","2020-07-27"
"BOA VISTA SERVIÇOS S.A.","2020-09-30","2020-11-13"
"MOURA DUBEUX ENGENHARIA S/A","2020-03-31","2020-05-13"
"MOURA DUBEUX ENGENHARIA S/A","2020-06-30","2020-08-13"
"MOURA DUBEUX ENGENHARIA S/A","2020-09-30","2020-11-12"
"3R PETROLEUM ÓLEO E GÁS S.A.","2020-03-31","2020-10-16"
"3R PETROLEUM ÓLEO E GÁS S.A.","2020-06-30","2020-08-31"
"3R PETROLEUM ÓLEO E GÁS S.A.","2020-09-30","2020-11-16"
"HIDROVIAS DO BRASIL S.A.","2020-03-31","2020-05-29"
"HIDROVIAS DO BRASIL S.A.","2020-06-30","2020-07-30"
"HIDROVIAS DO BRASIL S.A.","2020-09-30","2020-11-13"
"GRUPO SBF S.A.","2020-03-31","2020-06-29"
"GRUPO SBF S.A.","2020-06-30","2020-08-13"
"GRUPO SBF S.A.","2020-09-30","2020-11-12"
"MÉLIUZ S.A.","2020-03-31","2020-10-08"
"MÉLIUZ S.A.","2020-06-30","2020-10-08"
"MÉLIUZ S.A.","2020-09-30","2020-11-16"
"PARANA BCO S.A.","2020-03-31","2020-05-22"
"PARANA BCO S.A.","2020-06-30","2020-08-04"
"PARANA BCO S.A.","2020-09-30","2020-11-16"
"HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2020-03-31","2020-12-15"
"HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2020-06-30","2020-12-15"
"HBR REALTY EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2020-09-30","2020-12-15"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2020-03-31","2020-06-25"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2020-06-30","2020-08-14"
"SANSUY S.A. INDUSTRIA DE PLASTICOS","2020-09-30","2020-11-12"
"TRONOX PIGMENTOS DO BRASIL S.A.","2020-03-31","2020-06-26"
"TRONOX PIGMENTOS DO BRASIL S.A.","2020-06-30","2020-08-13"
"TRONOX PIGMENTOS DO BRASIL S.A.","2020-09-30","2020-11-12"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2020-03-31","2020-05-27"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2020-06-30","2020-08-13"
"AREZZO INDÚSTRIA E COMÉRCIO S.A.","2020-09-30","2020-11-12"
"DIRECIONAL ENGENHARIA S.A.","2020-03-31","2020-05-14"
"DIRECIONAL ENGENHARIA S.A.","2020-06-30","2020-08-14"
"DIRECIONAL ENGENHARIA S.A.","2020-09-30","2020-11-09"
"LOCALIZA RENT A CAR S.A.","2020-03-31","2020-05-14"
"LOCALIZA RENT A CAR S.A.","2020-06-30","2020-07-29"
"LOCALIZA RENT A CAR S.A.","2020-09-30","2020-10-27"
"ALPHAVILLE S.A.","2020-03-31","2020-10-30"
"ALPHAVILLE S.A.","2020-06-30","2020-10-30"
"ALPHAVILLE S.A.","2020-09-30","2020-11-12"
"ALFA HOLDINGS S.A.","2020-03-31","2020-05-12"
"ALFA HOLDINGS S.A.","2020-06-30","2020-08-12"
"ALFA HOLDINGS S.A.","2020-09-30","2020-11-11"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2020-03-31","2020-05-12"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2020-06-30","2020-08-12"
"CONSORCIO ALFA DE ADMINISTRACAO S.A.","2020-09-30","2020-11-11"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2020-03-31","2020-06-01"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2020-06-30","2020-08-31"
"INTERNATIONAL MEAL COMPANY ALIMENTACAO S.A.","2020-09-30","2020-11-16"
"COSAN LOGISTICA S.A.","2020-03-31","2020-05-28"
"COSAN LOGISTICA S.A.","2020-06-30","2020-08-14"
"COSAN LOGISTICA S.A.","2020-09-30","2020-11-12"
"PRINER SERVIÇOS INDUSTRIAIS S.A.","2020-03-31","2020-06-29"
"PRINER SERVIÇOS INDUSTRIAIS S.A.","2020-06-30","2020-08-14"
"PRINER SERVIÇOS INDUSTRIAIS S.A.","2020-09-30","2020-11-13"
"INSTITUTO HERMES PARDINI S.A.","2020-03-31","2020-05-18"
"INSTITUTO HERMES PARDINI S.A.","2020-06-30","2020-08-13"
"INSTITUTO HERMES PARDINI S.A.","2020-09-30","2020-11-05"
"ALLIED TECNOLOGIA S.A.","2020-03-31","2020-08-10"
"ALLIED TECNOLOGIA S.A.","2020-06-30","2020-08-10"
"ALLIED TECNOLOGIA S.A.","2020-09-30","2020-11-04"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2020-03-31","2020-05-12"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2020-06-30","2020-08-06"
"OURO FINO SAUDE ANIMAL PARTICIPACOES S.A.","2020-09-30","2020-11-09"
"CIA TECIDOS SANTANENSE","2020-03-31","2020-06-25"
"CIA TECIDOS SANTANENSE","2020-06-30","2020-08-24"
"CIA TECIDOS SANTANENSE","2020-09-30","2020-11-14"
"MOVIDA PARTICIPACOES SA","2020-03-31","2020-05-13"
"MOVIDA PARTICIPACOES SA","2020-06-30","2020-08-12"
"MOVIDA PARTICIPACOES SA","2020-09-30","2020-11-10"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2020-03-31","2020-06-29"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2020-06-30","2020-08-31"
"CIA TECIDOS NORTE DE MINAS COTEMINAS","2020-09-30","2020-11-16"
"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.","2020-03-31","2020-08-25"
"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.","2020-06-30","2020-08-25"
"PLANO & PLANO DESENVOLVIMENTO IMOBILIÁRIO S.A.","2020-09-30","2020-11-12"
"GRUPO MATEUS S.A.","2020-03-31","2020-09-18"
"GRUPO MATEUS S.A.","2020-06-30","2020-09-18"
"GRUPO MATEUS S.A.","2020-09-30","2020-11-11"
"LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2020-03-31","2020-08-26"
"LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2020-06-30","2020-08-26"
"LAVVI EMPREENDIMENTOS IMOBILIÁRIOS S.A.","2020-09-30","2020-11-12"
"MPM CORPÓREOS S.A.","2020-03-31","2020-11-09"
"MPM CORPÓREOS S.A.","2020-06-30","2020-11-09"
"MPM CORPÓREOS S.A.","2020-09-30","2021-01-07"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2020-03-31","2020-05-14"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2020-06-30","2020-08-13"
"MILLS ESTRUTURAS E SERVIÇOS DE ENGENHARIA S.A.","2020-09-30","2020-11-12"
"BCO ABC BRASIL S.A.","2020-03-31","2020-05-14"
"BCO ABC BRASIL S.A.","2020-06-30","2020-08-07"
"BCO ABC BRASIL S.A.","2020-09-30","2020-11-04"
"SUL AMERICA S.A.","2020-03-31","2020-05-13"
"SUL AMERICA S.A.","2020-06-30","2020-08-05"
"SUL AMERICA S.A.","2020-09-30","2020-11-12"
"NATURA &CO HOLDING S.A.","2020-03-31","2020-05-08"
"NATURA &CO HOLDING S.A.","2020-06-30","2020-08-13"
"NATURA &CO HOLDING S.A.","2020-09-30","2020-11-12"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2020-03-31","2020-05-14"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2020-06-30","2020-07-30"
"PETROLEO BRASILEIRO S.A. PETROBRAS","2020-09-30","2020-10-28"
"LOJAS AMERICANAS S.A.","2020-03-31","2020-05-07"
"LOJAS AMERICANAS S.A.","2020-06-30","2020-08-13"
"LOJAS AMERICANAS S.A.","2020-09-30","2020-10-29"
"VIA S.A.","2020-03-31","2020-05-13"
"VIA S.A.","2020-06-30","2020-08-12"
"VIA S.A.","2020-09-30","2020-11-11"
"CIA SIDERURGICA NACIONAL","2020-03-31","2020-05-14"
"CIA SIDERURGICA NACIONAL","2020-06-30","2020-07-28"
"CIA SIDERURGICA NACIONAL","2020-09-30","2020-10-15"
"MONTEIRO ARANHA S.A.","2020-03-31","2020-05-15"
"MONTEIRO ARANHA S.A.","2020-06-30","2020-08-14"
"MONTEIRO ARANHA S.A.","2020-09-30","2020-11-13"
"ULTRAPAR PARTICIPACOES S.A.","2020-03-31","2020-05-13"
"ULTRAPAR PARTICIPACOES S.A.","2020-06-30","2020-08-12"
"ULTRAPAR PARTICIPACOES S.A.","2020-09-30","2020-11-04"
"IRB - BRASIL RESSEGUROS S.A.","2020-03-31","2020-06-30"
"IRB - BRASIL RESSEGUROS S.A.","2020-06-30","2020-08-28"
"IRB - BRASIL RESSEGUROS S.A.","2020-09-30","2020-11-03"
"RAÍZEN S.A.","2020-06-30","2021-03-16"
"RAÍZEN S.A.","2020-09-30","2021-03-16"
"RAÍZEN S.A.","2020-12-31","2021-03-16"
"VALE S.A.","2020-03-31","2020-04-28"
"VALE S.A.","2020-06-30","2020-07-29"
"VALE S.A.","2020-09-30","2020-10-28"
"GERDAU S.A.","2020-03-31","2020-05-06"
"GERDAU S.A.","2020-06-30","2020-08-05"
"GERDAU S.A.","2020-09-30","2020-10-28"
"VIBRA ENERGIA S/A","2020-03-31","2020-06-10"
"VIBRA ENERGIA S/A","2020-06-30","2020-08-11"
"VIBRA ENERGIA S/A","2020-09-30","2020-11-10"
"AES BRASIL ENERGIA S.A.","2020-03-31","2020-12-18"
"AES BRASIL ENERGIA S.A.","2020-06-30","2020-12-18"
"AES BRASIL ENERGIA S.A.","2020-09-30","2020-12-18"
"BRASKEM S.A.","2020-03-31","2020-06-02"
"BRASKEM S.A.","2020-06-30","2020-08-05"
"BRASKEM S.A.","2020-09-30","2020-11-10"
"LOG-IN LOGISTICA INTERMODAL S.A.","2020-03-31","2020-05-11"
"LOG-IN LOGISTICA INTERMODAL S.A.","2020-06-30","2020-08-10"
"LOG-IN LOGISTICA INTERMODAL S.A.","2020-09-30","2020-11-10"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2020-03-31","2020-05-19"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2020-06-30","2020-08-20"
"CENTRO DE IMAGEM DIAGNOSTICOS S.A.","2020-09-30","2020-11-12"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2020-03-31","2020-05-15"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2020-06-30","2020-07-30"
"EVEN CONSTRUTORA E INCORPORADORA S.A.","2020-09-30","2020-11-12"
"VITTIA FERTILIZANTES E BIOLÓGICOS S.A.","2020-03-31","2020-11-17"
"VITTIA FERTILIZANTES E BIOLÓGICOS S.A.","2020-06-30","2020-11-17"
"VITTIA FERTILIZANTES E BIOLÓGICOS S.A.","2020-09-30","2020-11-17"
"PROFARMA DISTRIB PROD FARMACEUTICOS S.A.","2020-03-31","2020-05-06"
